qid,level,tag,tag_kr,sub,sub_kr,situation_kr,partner_jp,partner_mp3,partner_kr,answer_jp,answer_mp3,answer_kr,d1_jp,d2_jp,d3_jp,hint_kr,mode,section,stage,explain_kr
R155,N4,relationship,관계 형성,invite,약속 제안,어디 가고 싶은지 물었을 때 취향을 말하는 상황,どこか行きたいところはありますか。,305.mp3,어디 가고 싶은 곳이 있나요?,コーヒーが美味しいカフェに行きたいです。,315.mp3,커피가 맛있는 카페에 가고 싶어요.,この前はちゃんと間に合いました。,急ぐと、鍵を確認したくなります。,朝はわりと忘れ物をしないほうです。,취향을 말할 때는 ‘〜に行きたいです’ 형태로 답하면 자연스럽습니다.,real,4,1,‘行きたいところはありますか’에는 장소와 취향을 함께 넣어 답하면 대화가 더 잘 이어집니다. ‘コーヒーが美味しいカフェ’처럼 꾸며 주면 훨씬 자연스럽습니다.
R156,N4,relationship,관계 형성,invite,약속 제안,상대가 새로 생긴 카페를 제안했을 때 호응하는 상황,駅前に新しくできたカフェはどうですか。,306.mp3,역 앞에 새로 생긴 카페는 어때요?,いいですね。私も行ってみたかったです。,316.mp3,좋네요. 저도 가 보고 싶었어요.,相手が優しいと話しやすいです。,私は話す前に少し考えるようにしています。,でも、今日はうまくいきそうです。,상대 제안에 동의하면서 원래 관심이 있었다는 뜻을 덧붙이면 좋습니다.,real,4,1,"‘行ってみたかったです’는 “가 보고 싶었어요”라는 뜻으로, 상대 제안을 반갑게 받는 표현입니다. 분위기를 부드럽게 만들어 줍니다."
R157,N4,relationship,관계 형성,invite,약속 제안,다음 주에 차 한잔하자는 제안을 받았을 때 긍정적으로 답하는 상황,来週、よかったらお茶でもしませんか。,307.mp3,다음 주에 괜찮으면 차라도 하지 않을래요?,いいですよ。私もそう思っていました。,317.mp3,좋아요. 저도 그렇게 생각하고 있었어요.,昨日はかなりぐっすり眠れました。,私は夜にお茶を飲むことが多いです。,休みの日は朝寝坊することがあります。,"‘いいですよ’로 가볍게 받고, 나도 같은 생각이었다는 말을 덧붙이면 자연스럽습니다.",real,4,1,‘いいですよ’는 부담 없이 수락하는 표현입니다. 뒤에 ‘私もそう思っていました’를 붙이면 상대와 마음이 통했다는 느낌을 줄 수 있습니다.
R158,N4,relationship,관계 형성,invite,약속 제안,상대가 언제가 좋은지 다시 물었을 때 가능한 요일을 말하는 상황,じゃあ、いつがいいですか。,308.mp3,그럼 언제가 좋아요?,水曜日か木曜日なら大丈夫です。,318.mp3,수요일이나 목요일이면 괜찮아요.,この店は前にも来たことがあります。,今日は何も買わないつもりです。,私は新しいものを見るのが好きです。,가능한 선택지를 말할 때는 ‘AかBなら大丈夫です’가 편리합니다.,real,4,1,한 날짜만 말하지 않고 선택지를 줄 때는 ‘〜か〜なら大丈夫です’가 자연스럽습니다. 일정 조율에서 자주 쓰이는 패턴입니다.
R159,N4,relationship,관계 형성,invite,약속 제안,상대가 금요일 밤을 제안했지만 일정이 있어 거절하는 상황,金曜日の夜はどうですか。,309.mp3,금요일 밤은 어때요?,すみません、その日は予定があります。,319.mp3,죄송하지만 그날은 일정이 있어요.,今日は別のことを先にやりたいです。,はい、明日は図書館に行きます。,私は考える前に動くことが多いです。,부드럽게 거절할 때는 먼저 사과하고 ‘予定があります’로 이유를 짧게 말하면 됩니다.,real,4,1,‘すみません、その日は予定があります’는 가장 기본적인 부드러운 거절 표현입니다. 너무 직접적이지 않아서 회화 초반에 쓰기 좋습니다.
R160,N4,relationship,관계 형성,invite,약속 제안,이번 주는 어렵고 다음 주 금요일은 괜찮은지 다시 제안받았을 때,じゃあ、今週は難しそうですね。来週の金曜日はどうですか。,310.mp3,그럼 이번 주는 어려울 것 같네요. 다음 주 금요일은 어때요?,来週の金曜日なら空いているので、いつでも大丈夫ですよ。,320.mp3,다음 주 금요일이면 비어 있으니까 언제든 괜찮아요.,とりあえず一回休んだほうがよさそうですね。,私はそういう日は甘いものが食べたくなります。,今日は思ったより順調でした。,다른 날짜를 제안받았을 때 가능하면 ‘〜なら空いているので’로 부드럽게 답할 수 있습니다.,real,4,1,"‘空いているので’는 시간이 비어 있다는 뜻으로, 일정 조율에서 매우 자주 쓰입니다. 뒤에 ‘いつでも大丈夫ですよ’를 붙이면 여유 있게 들립니다."
R161,N4,relationship,관계 형성,schedule,일정 묻기,이번 주 언제 시간이 비는지 물었을 때 가능한 시간을 말하는 상황,今週はいつが空いていますか。,321.mp3,이번 주는 언제가 시간이 비었어요?,木曜日の夜なら大丈夫です。,331.mp3,목요일 밤이라면 괜찮아요.,今日は少し早く帰れそうです。,私は朝のほうが集中できます。,明日はたぶん忙しくなりそうです。,언제 가능한지 물으면 요일 + 시간대로 짧게 답하면 자연스럽습니다.,real,4,1,‘空いていますか’는 일정이 비어 있는지를 묻는 기본 표현입니다. 답할 때는 ‘木曜日の夜なら’처럼 요일과 시간대를 함께 말하면 실전적입니다.
R162,N4,relationship,관계 형성,schedule,일정 묻기,목요일 밤에 만나자는 제안에 괜찮다고 하며 시간을 되묻는 상황,じゃあ、木曜日の夜に会いませんか。,322.mp3,그럼 목요일 밤에 만나지 않을래요?,いいですよ。何時ごろがいいですか。,332.mp3,좋아요. 몇 시쯤이 좋으세요?,それで、何時ごろ帰ったんですか。,でも、今日は天気がよかったですね。,私は休日は家にいることが多いです。,수락만 하지 말고 시간을 다시 물으면 대화가 더 자연스럽게 이어집니다.,real,4,1,‘いいですよ’는 부담 없는 수락 표현입니다. 뒤에 ‘何時ごろがいいですか’까지 붙이면 약속을 실제로 조율하는 느낌이 살아납니다.
R163,N4,relationship,관계 형성,schedule,일정 묻기,다음 주라면 언제 괜찮은지 물었을 때 가능한 요일을 말하는 상황,来週なら、いつが都合いいですか。,323.mp3,다음 주라면 언제가 괜찮으세요?,来週なら水曜日が空いています。,333.mp3,다음 주라면 수요일이 비어 있어요.,はい、まだ予約していません。,昨日は駅の近くまで行きました。,人が少ないと安心します。,‘来週なら’ 같은 조건을 그대로 받아서 요일을 말해보세요.,real,4,1,‘都合いいですか’는 상대의 편한 일정을 물을 때 매우 자주 쓰입니다. 답은 ‘水曜日が空いています’처럼 간단히 가능한 날을 제시하면 됩니다.
R164,N4,relationship,관계 형성,schedule,일정 묻기,수요일 오후는 어떤지 묻자 수요일이라면 오전도 오후도 괜찮다고 답하는 상황,水曜日の午後はどうですか。,324.mp3,수요일 오후는 어떠세요?,水曜日なら午前でも午後でも構いません。,334.mp3,수요일이라면 오전이든 오후든 상관없어요.,この前はちゃんと間に合いました。,急ぐと、鍵を確認したくなります。,朝はわりと忘れ物をしないほうです。,"오전, 오후 모두 가능하다는 뜻을 한 번에 말해보세요.",real,4,1,‘午前でも午後でも構いません’은 오전이든 오후든 괜찮다는 뜻입니다. 선택 폭을 넓게 열어 두는 일정 조율 표현으로 유용합니다.
R165,N4,relationship,관계 형성,schedule,일정 묻기,평일 밤도 괜찮은지 물었을 때 퇴근 후라면 가능하다고 답하는 상황,平日の夜でも大丈夫ですか。,325.mp3,평일 밤도 괜찮으세요?,はい、仕事の後なら行けます。,335.mp3,"네, 일 끝난 후라면 갈 수 있어요.",相手が優しいと話しやすいです。,私は話す前に少し考えるようにしています。,でも、今日はうまくいきそうです。,평일 저녁은 퇴근 후 가능하다는 식으로 현실감 있게 답해보세요.,real,4,1,‘仕事の後なら行けます’는 직장인 회화에서 매우 실용적인 표현입니다. 평일 밤 약속을 조율할 때 자연스럽게 자주 나옵니다.
R166,N4,relationship,관계 형성,schedule,일정 묻기,몇 시쯤이 좋을 것 같냐는 질문에 아직 확실히는 모르겠다고 답하는 상황,何時ごろがよさそうですか。,326.mp3,몇 시쯤이 좋을 것 같아요?,すみません、まだはっきりはわかりません。,336.mp3,죄송하지만 아직 확실히는 모르겠어요.,昨日はかなりぐっすり眠れました。,私は夜にお茶を飲むことが多いです。,休みの日は朝寝坊することがあります。,시간을 바로 정하기 어려우면 아직 확실치 않다고 부드럽게 말해보세요.,real,4,1,‘まだはっきりはわかりません’은 아직 명확하지 않다는 뜻입니다. 일정에 변수가 있을 때 부드럽게 시간을 보류하는 표현으로 좋습니다.
R167,N4,relationship,관계 형성,schedule,일정 묻기,토요일이 비는지 물었을 때 오후라면 시간이 있다고 답하는 상황,土曜日は空いていますか。,327.mp3,토요일은 비어 있나요?,午後なら時間があります。,337.mp3,오후라면 시간이 있어요.,この店は前にも来たことがあります。,今日は何も買わないつもりです。,私は新しいものを見るのが好きです。,하루 전체가 아니라 가능한 시간대만 답해도 충분히 자연스럽습니다.,real,4,1,‘午後なら時間があります’는 오후 시간대에 여유가 있다는 뜻입니다. 하루 중 일부만 가능한 경우에 자주 쓰는 답변입니다.
R168,N4,relationship,관계 형성,schedule,일정 묻기,토요일 세 시쯤은 어떠냐는 제안에 그 시간 괜찮다고 답하는 상황,じゃあ、土曜日の三時ごろはどうですか。,328.mp3,그럼 토요일 3시쯤은 어때요?,はい、その時間で大丈夫です。,338.mp3,"네, 그 시간이면 괜찮아요.",今日は別のことを先にやりたいです。,はい、明日は図書館に行きます。,私は考える前に動くことが多いです。,상대가 구체적인 시간을 제안하면 그 시간으로 괜찮다고 받아보세요.,real,4,1,‘その時間で大丈夫です’는 상대가 제시한 시간에 동의할 때 쓰는 기본 표현입니다. 약속 시간을 확정할 때 매우 유용합니다.
R169,N4,relationship,관계 형성,schedule,일정 묻기,일요일은 어려운지 물었을 때 이미 일정이 있다고 말하는 상황,日曜日はちょっと難しそうですか。,329.mp3,일요일은 조금 어려울 것 같으세요?,すみません、日曜日はもう予定が入っているんです。,339.mp3,죄송하지만 일요일은 이미 일정이 있어요.,とりあえず一回休んだほうがよさそうですね。,私はそういう日は甘いものが食べたくなります。,今日は思ったより順調でした。,부드럽게 거절할 때는 먼저 사과하고 이미 일정이 있다고 말하면 됩니다.,real,4,1,‘予定が入っているんです’는 이미 약속이나 일정이 있다는 뜻입니다. 직접적인 거절보다 부드럽게 들려 일정 조율 초반에 쓰기 좋습니다.
R170,N4,relationship,관계 형성,schedule,일정 묻기,그럼 다른 날로 하자는 말에 그 편이 좋겠다고 답하는 상황,では、また別の日にしましょうか。,330.mp3,그럼 다시 다른 날로 할까요?,はい、そのほうがよさそうです。,340.mp3,"네, 그쪽이 좋을 것 같아요.",はい、その道をまっすぐ行きます。,そうですね、今日は元気です。,いいえ、まだ終わっていません。,일정을 바꾸는 쪽이 낫다고 부드럽게 동의해보세요.,real,4,1,‘そのほうがよさそうです’는 여러 선택지 중 그쪽이 더 나아 보인다는 뜻입니다. 일정 변경에 부드럽게 동의할 때 자연스럽습니다.
R171,N4,relationship,관계 형성,accept,수락,인기 있는 가게에 들어가 보자는 제안에 좋다고 하며 함께 들어가자고 답하는 상황,この店、人気らしいですよ。入ってみませんか。,341.mp3,"이 가게, 인기래요. 들어가 보지 않을래요?",いいですね。入ってみましょう。,351.mp3,좋네요. 들어가 봅시다.,私はその前に少し歩きたいです。,今日は家で静かに過ごしたい気分です。,この辺はあまり詳しくありません。,상대 제안을 기분 좋게 받아들이며 같이 해보자고 연결해 보세요.,real,4,1,‘いいですね’는 상대 제안에 긍정적으로 반응할 때 자주 쓰는 표현입니다. 이어서 ‘入ってみましょう’라고 하면 함께 행동하자는 자연스러운 수락이 됩니다.
R172,N4,relationship,관계 형성,accept,수락,케이크를 추천받았을 때 맛있어 보인다며 그걸로 하겠다고 답하는 상황,甘いものが大丈夫なら、このケーキがおすすめです。,342.mp3,"단것이 괜찮다면, 이 케이크를 추천해요.",おいしそうですね。それにします。,352.mp3,맛있어 보이네요. 그걸로 할게요.,私は普段あまり写真を撮りません。,今日は少し早めに帰ろうと思っています。,甘いものを見ると元気が出ます。,추천을 받아들일 때는 맛있어 보인다고 반응한 뒤 그걸로 하겠다고 말하면 자연스럽습니다.,real,4,1,‘それにします’는 여러 선택지 중 하나를 고를 때 매우 자주 쓰는 표현입니다. 추천을 듣고 결정하는 상황에서 특히 자연스럽습니다.
R173,N4,relationship,관계 형성,accept,수락,처음이라면 이 메뉴가 좋다는 말을 듣고 그 메뉴로 부탁하겠다고 답하는 상황,初めてなら、こちらのメニューがいいと思います。,343.mp3,"처음이라면, 이 메뉴가 좋을 것 같아요.",じゃあ、それをお願いします。,353.mp3,"그럼, 그걸로 주문할게요.",今日はそこまでお腹が空いていないんです。,私は昨日その話を聞きました。,この席は思ったより落ち着きますね。,메뉴 추천을 받으면 그대로 정하며 부탁드린다고 말해보세요.,real,4,1,‘それをお願いします’는 주문 상황에서 아주 기본적인 표현입니다. 추천을 받아 자연스럽게 결정하는 흐름을 만들 수 있습니다.
R174,N4,relationship,관계 형성,accept,수락,조금 먹어보겠냐는 권유에 모처럼이니 받겠다고 답하는 상황,よかったら、少し食べてみますか。,344.mp3,"괜찮다면, 조금 먹어 볼래요?",はい、せっかくなのでいただきます。,354.mp3,"네, 모처럼이니까 먹어볼게요.",その話はまた今度ゆっくり聞きたいです。,私は最近少し早起きするようにしています。,今日は思ったより人が少ないですね。,권유를 받을 때는 모처럼이니 받아보겠다는 식으로 말하면 부드럽습니다.,real,4,1,‘せっかくなので’는 좋은 기회이니 해보겠다는 뉘앙스입니다. 권유를 부담 없이 받아들이는 표현으로 일상 회화에서 자주 들립니다.
R175,N4,relationship,관계 형성,accept,수락,평판이 좋은 영화라는 말을 듣고 관심이 간다며 보고 싶다고 답하는 상황,この映画、評判がいいみたいですよ。,345.mp3,"이 영화, 평판이 좋은 것 같아요.",それは気になりますね。見てみたいです。,355.mp3,그건 궁금해지네요. 보고 싶어요.,私は週末になると外に出たくなります。,この辺りは夜になると静かですね。,今日は少し疲れているかもしれません。,상대의 추천에 흥미를 보이며 보고 싶다고 답해 보세요.,real,4,1,‘気になります’는 흥미가 생기고 궁금하다는 뜻입니다. 추천을 바로 수락하지 않더라도 관심을 자연스럽게 드러낼 수 있습니다.
R176,N4,relationship,관계 형성,accept,수락,편리한 앱이라는 추천을 듣고 자신도 써보고 싶다고 답하는 상황,このアプリ、けっこう便利ですよ。,346.mp3,"이 앱, 꽤 편리해요.",そうなんですか。私も使ってみようかな。,356.mp3,그래요? 저도 써볼까요.,今日は朝から少し眠かったです。,私はこういう話を聞くのが好きです。,この後で駅の近くまで行く予定です。,추천을 듣고 바로 자신도 써볼까 한다고 반응하면 자연스럽습니다.,real,4,1,‘使ってみようかな’는 한번 써볼까 고민하는 부드러운 표현입니다. 상대의 추천을 긍정적으로 받아들이는 느낌이 살아 있습니다.
R177,N4,relationship,관계 형성,accept,수락,책을 빌려주겠다는 제안에 괜찮은지 되물으며 감사하고 빌리고 싶다고 답하는 상황,もしよければ、この本を貸しましょうか。,347.mp3,"괜찮으면, 이 책을 빌려드릴까요?",いいんですか。ありがとうございます。ぜひお借りしたいです。,357.mp3,괜찮으세요? 감사합니다. 꼭 빌리고 싶어요.,私はその前に少し内容を確認したいです。,最近は本屋に行く時間があまりありません。,その話は前にも聞いたことがあります。,도와주겠다는 제안에는 놀람 + 감사 + 수락의 흐름으로 답하면 자연스럽습니다.,real,4,1,‘いいんですか’는 상대의 호의를 조심스럽게 받는 느낌을 줍니다. 뒤에 감사와 수락을 이어 말하면 부드럽고 호감 있게 들립니다.
R178,N4,relationship,관계 형성,accept,수락,이 방법이 더 쉽다는 말을 듣고 그 방법으로 해보겠다고 답하는 상황,このやり方のほうが簡単ですよ。,348.mp3,이 방법이 더 쉬워요.,なるほど。じゃあ、その方法でやってみます。,358.mp3,그렇군요. 그럼 그 방법으로 해볼게요.,私は今日は早めに準備を終えました。,この辺は夕方になると少し混みます。,明日は家でゆっくり休みたいです。,더 쉬운 방법을 알려주면 이해했다는 반응 뒤에 그 방법으로 해보겠다고 말해보세요.,real,4,1,‘なるほど’는 상대 설명을 이해했을 때 자주 쓰는 반응입니다. 이어서 ‘その方法でやってみます’라고 하면 조언을 받아들이는 흐름이 됩니다.
R179,N4,relationship,관계 형성,accept,수락,무리하지 말고 오늘은 여기까지 하자는 배려에 그렇게 해도 도움이 되겠다고 답하는 상황,無理しなくていいですよ。今日はここまでにしましょうか。,349.mp3,무리하지 않아도 돼요. 오늘은 여기까지 할까요?,すみません、そうさせてもらえると助かります。,359.mp3,"죄송하지만, 그렇게 해주시면 감사하죠.",私はまだ少し時間に余裕があります。,今日は思ったより早く終わりそうです。,その件はあとでまた連絡しますね。,상대의 배려를 받을 때는 미안함과 고마움을 함께 담아 답하면 좋습니다.,real,4,1,‘そうさせてもらえると助かります’는 상대 제안을 받아들이며 고맙다는 뜻을 부드럽게 전하는 표현입니다. 부담을 덜어주는 제안에 특히 잘 어울립니다.
R180,N4,relationship,관계 형성,accept,수락,다음에는 저 가게에도 가보자는 제안에 꼭 가고 싶었고 전부터 궁금했다고 답하는 상황,よかったら、今度あのお店にも行ってみましょう。,350.mp3,"괜찮으면, 다음에는 저 가게에도 가 봅시다.",ぜひ行きたいです。前から気になっていました。,360.mp3,꼭 가고 싶어요. 전부터 궁금했어요.,私はこういう時間がいちばん落ち着きます。,今日はあまり遠くまで行きたくありません。,その前に少し休んだほうがよさそうです。,다음 약속 제안을 반갑게 받아들이며 원래부터 관심이 있었다고 말해보세요.,real,4,1,‘前から気になっていました’는 이전부터 관심이 있었다는 뜻입니다. 상대 제안을 반갑게 받아들이면서 기대감을 자연스럽게 보여줄 수 있습니다.
R181,N4,relationship,관계 형성,decline,거절,영화 보러 가자는 제안에 그날은 조금 어려울 것 같다고 부드럽게 거절하는 상황,今度、一緒に映画を見に行きませんか。,361.mp3,다음에 같이 영화 보러 가지 않을래요?,すみません、その日はちょっと難しそうです。,371.mp3,"죄송하지만, 그날은 조금 어려울 것 같아요.",最近は家でゆっくりすることが多いです。,私は静かな映画のほうが好きです。,今日はいつもより早く起きました。,바로 거절하기보다 ‘すみません’과 ‘ちょっと難しそうです’를 붙이면 훨씬 부드럽습니다.,real,4,1,‘ちょっと難しそうです’는 단정적으로 거절하지 않고 부드럽게 어렵다는 뜻을 전하는 표현입니다. 약속을 바로 끊지 않고 여지를 남기는 느낌이 있습니다.
R182,N4,relationship,관계 형성,decline,거절,내일 밤은 어떠냐는 질문에 이미 일정이 있어서 어렵다고 말하는 상황,じゃあ、明日の夜はどうですか。,362.mp3,그럼 내일 밤은 어떠세요?,明日も予定があって、少し厳しいです。,372.mp3,"내일도 일정이 있어서, 조금 어려워요.",その前に少し確認しておきたいです。,夜はなるべく早く休むようにしています。,私はにぎやかな場所が少し苦手です。,거절할 때는 이유를 짧게 덧붙이면 훨씬 자연스럽습니다.,real,4,1,"‘予定があって’는 이미 일정이 있다는 뜻으로, 가장 기본적이고 자연스러운 거절 사유입니다. ‘少し厳しいです’를 붙이면 말투가 한층 부드러워집니다."
R183,N4,relationship,관계 형성,decline,거절,지금 이따가 차 한잔하자는 제안에 가고 싶지만 시간이 없다고 말하는 상황,このあと少しお茶でもしませんか。,363.mp3,이따가 잠깐 차라도 한잔하지 않을래요?,行きたいんですけど、今日は時間がなくて。,373.mp3,"가고 싶지만, 오늘은 시간이 없어서요.",その店は前から気になっていました。,私は甘いものならわりと大丈夫です。,今日は朝から少しバタバタしていました。,‘行きたいんですが’처럼 아쉬움을 먼저 보여주면 거절이 훨씬 부드럽게 들립니다.,real,4,1,‘行きたいんですけど’는 마음은 있지만 상황상 어렵다는 뜻을 전하는 완곡한 시작입니다. 뒤에 ‘時間がなくて’를 붙이면 자연스럽게 사유를 덧붙일 수 있습니다.
R184,N4,relationship,관계 형성,decline,거절,주말에 같이 나가자는 제안에 이번 주말은 사정상 어렵다고 답하는 상황,週末、一緒に出かけませんか。,364.mp3,주말에 같이 나가지 않을래요?,今週末はちょっと都合がつかないんです。,374.mp3,이번 주말은 시간이 안돼요.,来週なら少し余裕が出ると思います。,最近は外に出る機会が減りました。,私は朝より夜のほうが動きやすいです。,주말 약속을 거절할 때는 ‘都合がつかない’처럼 일정이 안 맞는 표현이 많이 쓰입니다.,real,4,1,‘都合がつかないんです’는 일정이나 사정이 맞지 않는다는 뜻입니다. 직접적인 거절보다 훨씬 부드럽고 실전에서 자주 쓰입니다.
R185,N4,relationship,관계 형성,decline,거절,이벤트에 오지 않겠냐는 권유에 관심은 있지만 이번에는 가지 않겠다고 말하는 상황,このイベント、よかったら来ませんか。,365.mp3,"이 이벤트, 괜찮으면 오지 않을래요?",興味はあるんですが、今回はやめておきます。,375.mp3,"관심은 있지만, 이번에는 그만둘게요.",その話はあとでゆっくり聞きたいです。,私は人が多い場所だと少し疲れます。,今日は思ったより風が強いですね。,관심은 있다고 먼저 말해주면 거절이 덜 차갑게 들립니다.,real,4,1,‘興味はあるんですが’는 상대 제안 자체는 긍정적으로 받아들이면서도 참여는 어렵다는 뜻을 전하기 좋습니다. ‘今回はやめておきます’는 이번만 정중히 사양한다는 느낌입니다.
R186,N4,relationship,관계 형성,decline,거절,잠깐이라도 얼굴 비출 수 없냐는 말에 오늘은 여유가 없다고 답하는 상황,少しだけでも顔を出せませんか。,366.mp3,잠깐만이라도 얼굴 비출 수 없을까요?,すみません、今日はそこまで余裕がなくて。,376.mp3,"죄송하지만, 오늘은 그럴 여유가 없어서요.",今週は思ったより人が多いですね。,私は人前で話すのが好きなんですよ。,その件なら昨日もう確認しました。,짧은 부탁을 거절할 때도 ‘余裕がなくて’를 쓰면 부드럽게 사정을 전할 수 있습니다.,real,4,1,"‘そこまで余裕がなくて’는 시간적, 정신적 여유가 부족하다는 뜻입니다. 잠깐이라도 어렵다는 상황을 각 세우지 않고 설명할 때 유용합니다."
R187,N4,relationship,관계 형성,decline,거절,다음에는 그 가게에도 가보자는 제안에 좋지만 이번 달은 바쁘다고 말하는 상황,今度、そのお店にも行ってみましょう。,367.mp3,다음에는 그 가게에도 가 봅시다.,いいですね。ただ、今月は少し忙しいんです。,377.mp3,좋네요. 다만 이번 달은 조금 바빠요.,その場所なら前に一度だけ行ったことがあります。,私は静かな店のほうが落ち着きます。,来月になれば少し楽になると思います。,완전히 거절하지 않고 ‘ただ’를 써서 현재 사정만 덧붙이면 관계가 부드럽게 이어집니다.,real,4,1,‘いいですね。ただ、〜’는 제안 자체는 반갑지만 지금은 어렵다는 뜻을 부드럽게 이어 주는 구조입니다. 상대 기분을 크게 상하게 하지 않는 거절 방식입니다.
R188,N4,relationship,관계 형성,decline,거절,지금부터라도 괜찮으냐는 질문에 오늘은 이미 일정이 있다고 답하는 상황,今からでも大丈夫ですか。,368.mp3,지금부터라도 괜찮으세요?,すみません、今日はもう予定があるんです。,378.mp3,"죄송하지만, 오늘은 이미 일정이 있어요.",もう少し早ければ行けたかもしれません。,最近は外に出る機会が減りました。,その話はまた今度でも大丈夫ですよ。,‘今から’처럼 갑작스러운 제안에는 이미 일정이 있다고 짧게 답하면 자연스럽습니다.,real,4,1,‘今日はもう予定があるんです’는 오늘 남은 시간에 이미 약속이나 일정이 있다는 뜻입니다. 즉흥적인 제안을 부드럽게 거절할 때 매우 자주 씁니다.
R189,N4,relationship,관계 형성,decline,거절,그럼 다른 날로 할지 묻는 말에 그 편이 더 고맙다고 답하는 상황,では、また別の日にしますか。,369.mp3,그럼 또 다른 날로 할까요?,はい、そのほうがありがたいです。,379.mp3,"네, 그 편이 더 감사하죠.",今週の後半なら少し落ち着くと思います。,私は朝より午後のほうが都合をつけやすいです。,今日は思ったより早く終わりそうです。,상대가 먼저 배려해 줄 때는 ‘そのほうがありがたいです’처럼 고마움을 담아 답해보세요.,real,4,1,‘そのほうがありがたいです’는 상대의 제안이 오히려 나에게 도움이 된다는 뜻을 정중하게 전하는 표현입니다. 단순 수락보다 훨씬 부드럽고 고마운 뉘앙스가 납니다.
R190,N4,relationship,관계 형성,decline,거절,나중에 여유가 생기면 다시 연락하겠다는 말에 그때는 꼭 부탁한다고 답하는 상황,落ち着いたら、また声かけますね。,370.mp3,안정되면 다시 연락드릴게요.,ありがとうございます。そのときはぜひお願いします。,380.mp3,감사합니다. 그때는 꼭 부탁드릴게요.,私は静かな映画のほうが好きです。,最近は少し予定を入れすぎてしまいました。,無理のない範囲で進めるのがいちばんです。,이번에는 어렵더라도 다음 기회를 반갑게 받아들이는 말로 마무리하면 좋습니다.,real,4,1,‘そのときはぜひお願いします’는 이번에는 어렵지만 다음 기회는 반갑게 받아들이겠다는 뜻입니다. 거절 뒤의 관계를 부드럽게 이어 주는 마무리 표현입니다.
R191,N4,relationship,관계 형성,closing,마무리,처음 만나서 좋았다는 말에 자신도 만나서 반가웠다고 답하는 상황,今日はお会いできてよかったです。,381.mp3,오늘 뵐 수 있어서 좋았어요.,私もお会いできてうれしかったです。,391.mp3,저도 뵐 수 있어서 기뻤어요.,今日は少し早めに帰ろうと思っています。,私はこういう店は初めてではありません。,明日は朝から予定が入っています。,첫 만남의 마무리에서는 서로 만나서 반가웠다고 가볍게 주고받으면 자연스럽습니다.,real,4,1,‘お会いできてよかったです’는 정중하게 좋은 만남이었다고 전하는 말입니다. 여기에 ‘うれしかったです’로 받으면 첫 만남 후 인상을 좋게 마무리할 수 있습니다.
R192,N4,relationship,관계 형성,closing,마무리,처음이었지만 이야기하기 편했다는 말에 자신도 그렇게 느꼈다고 답하는 상황,初めてでしたが、とても話しやすかったです。,382.mp3,"처음이었지만, 대화하기 아주 편했어요.",ありがとうございます。私もそう感じました。,392.mp3,감사합니다. 저도 그렇게 느꼈어요.,私はその前に少し考えてみたいです。,今日は思ったより人が多かったですね。,このあと駅の近くまで歩くつもりです。,"상대가 편하게 느꼈다고 말하면, 감사 인사 뒤에 자신도 같았다고 답해 보세요.",real,4,1,‘話しやすかったです’는 이야기하기 편했다는 뜻입니다. ‘私もそう感じました’라고 하면 상대의 좋은 인상을 자연스럽게 받아칠 수 있습니다.
R193,N4,relationship,관계 형성,closing,마무리,오늘 즐거웠다고 말하는 상대에게 자신도 즐거웠다고 답하는 상황,今日はとても楽しかったです。,383.mp3,오늘은 정말 즐거웠어요.,私も楽しかったです。,393.mp3,저도 즐거웠어요.,私は今日はあまり疲れていません。,この辺は夜になると静かですね。,明日は少し早く起きなければなりません。,마무리 인사는 길지 않아도 됩니다. 같은 감정을 짧게 되돌려주면 충분합니다.,real,4,1,‘楽しかったです’는 즐거웠다는 가장 기본적인 마무리 표현입니다. 같은 말을 짧게 되돌려주면 부담 없이 공감이 전달됩니다.
R194,N4,relationship,관계 형성,closing,마무리,긴장했지만 즐거운 시간이었다는 말에 그렇게 말해줘서 기쁘다고 답하는 상황,緊張していたんですけど、楽しい時間でした。,384.mp3,"긴장했었는데, 즐거운 시간이었어요.",そう言ってもらえるとうれしいです。,394.mp3,그렇게 말해 주시면 좋아요.,私は今日は少し静かに過ごしたい気分です。,この店は前から気になっていました。,帰る前にもう少し水を飲みたいです。,"상대가 만남을 좋게 평가해 주면, 그 말을 듣고 기쁘다고 받으면 부드럽습니다.",real,4,1,‘そう言ってもらえるとうれしいです’는 상대의 긍정적인 평가를 고맙게 받는 표현입니다. 첫 만남 뒤 분위기를 따뜻하게 마무리할 때 자주 쓸 수 있습니다.
R195,N4,relationship,관계 형성,closing,마무리,시간이 금방 갔다고 말하는 상대에게 더 이야기하고 싶었다고 답하는 상황,あっという間に時間が過ぎましたね。,385.mp3,눈 깜짝할 사이에 시간이 지나갔네요.,本当ですね。もっと話したかったです。,395.mp3,그러게요. 더 이야기하고 싶었어요.,今日は思ったより涼しくて助かりました。,私はこのあと少し買い物をして帰ります。,その話はまた別の機会に聞かせてください。,시간이 빨리 갔다고 할 때는 아쉬움을 살짝 더하면 다음 연결 느낌이 살아납니다.,real,4,1,‘あっという間に’는 순식간에라는 뜻입니다. 여기에 ‘もっと話したかったです’를 붙이면 즐거웠고 아쉬웠다는 인상을 자연스럽게 남길 수 있습니다.
